Date,State,Total,Year,Month,WeekOfYear,DayOfWeek,IsHoliday,Lag_1,Lag_7,Lag_14,Rolling_Mean_7,Rolling_Std_7,Rolling_Mean_30
2019-07-14,Alabama,123782285.8,2019,7,28,6,0,123782285.8,123782285.8,123782285.8,123782285.8,0.0,123782285.8
2019-07-21,Alabama,123782285.8,2019,7,29,6,0,123782285.8,123782285.8,123782285.8,123782285.8,0.0,123782285.8
2019-07-28,Alabama,123782285.8,2019,7,30,6,0,123782285.8,123782285.8,123782285.8,123782285.8,0.0,123782285.8
2019-08-04,Alabama,123782285.8,2019,8,31,6,0,123782285.8,123782285.8,123782285.8,123782285.8,0.0,123782285.8
2019-08-11,Alabama,123782285.8,2019,8,32,6,0,123782285.8,123782285.8,123782285.8,123782285.8,0.0,123782285.8
2019-08-18,Alabama,123782285.8,2019,8,33,6,0,123782285.8,123782285.8,123782285.8,123782285.8,0.0,123782285.8
2019-08-25,Alabama,123782285.8,2019,8,34,6,0,123782285.8,123782285.8,123782285.8,123782285.8,0.0,123782285.8
2019-09-01,Alabama,123782285.8,2019,9,35,6,0,123782285.8,123782285.8,123782285.8,123782285.8,0.0,123782285.8
2019-09-08,Alabama,123782285.8,2019,9,36,6,0,123782285.8,123782285.8,123782285.8,123782285.8,0.0,123782285.8
2019-09-15,Alabama,123782285.8,2019,9,37,6,0,123782285.8,123782285.8,123782285.8,123782285.8,0.0,123782285.8
2019-09-22,Alabama,123782285.8,2019,9,38,6,0,123782285.8,123782285.8,123782285.8,123782285.8,0.0,123782285.8
2019-09-29,Alabama,123782285.8,2019,9,39,6,0,123782285.8,123782285.8,123782285.8,123782285.8,0.0,123782285.8
2019-10-06,Alabama,123782285.8,2019,10,40,6,0,123782285.8,123782285.8,123782285.8,123782285.8,0.0,123782285.8
2019-10-13,Alabama,123782285.8,2019,10,41,6,0,123782285.8,123782285.8,123782285.8,123782285.8,0.0,123782285.8
2019-10-20,Alabama,116218908.89999999,2019,10,42,6,0,123782285.8,123782285.8,123782285.8,122701803.38571428,2858687.764178664,123530173.23666666
2019-10-27,Alabama,109968010.6,2019,10,43,6,0,116218908.89999999,123782285.8,123782285.8,120728335.5,5518945.889519994,123069697.39666668
2019-11-03,Alabama,109968010.6,2019,11,44,6,0,109968010.6,123782285.8,123782285.8,118754867.61428572,6607426.79913757,122609221.55666666
2019-11-10,Alabama,109968010.6,2019,11,45,6,0,109968010.6,123782285.8,123782285.8,116781399.72857141,6911589.633116246,122148745.71666667
2019-11-17,Alabama,109056410.0,2019,11,46,6,0,109968010.6,123782285.8,123782285.8,114677703.18571427,6662140.72264573,121657883.19
2019-11-24,Alabama,113040422.1,2019,11,47,6,0,109056410.0,123782285.8,123782285.8,113143151.22857141,5316766.41796331,121299821.06666665
2019-12-01,Alabama,113040422.1,2019,12,48,6,0,113040422.1,123782285.8,123782285.8,111608599.27142857,2580163.1647303468,120941758.94333333
2019-12-08,Alabama,113040422.1,2019,12,49,6,0,113040422.1,116218908.89999999,123782285.8,111154529.72857143,1793291.1751234725,120583696.82
2019-12-15,Alabama,108528456.4,2019,12,50,6,0,113040422.1,109968010.6,123782285.8,110948879.12857142,2020220.6039712646,120075235.83999999
2019-12-22,Alabama,116541575.0,2019,12,51,6,0,108528456.4,109968010.6,123782285.8,111887959.75714286,2846951.1406504572,119833878.81333332
2019-12-29,Alabama,106949922.2,2019,12,52,6,0,116541575.0,109968010.6,123782285.8,111456804.27142859,3367183.03539756,119272800.02666667
2020-01-05,Alabama,106949922.2,2020,1,1,6,0,106949922.2,109056410.0,123782285.8,111155877.44285715,3695576.73030867,118711721.24
2020-01-12,Alabama,106949922.2,2020,1,2,6,0,106949922.2,113040422.1,123782285.8,110285806.02857144,3889796.594854401,118150642.45333333
2020-01-19,Alabama,105904865.60000001,2020,1,3,6,0,106949922.2,113040422.1,123782285.8,109266440.81428573,3981500.9011069764,117554728.44666667
2020-01-26,Alabama,106265736.60000001,2020,1,4,6,0,105904865.60000001,113040422.1,116218908.89999999,108298628.60000001,3726454.172869076,116970843.47333333
2020-02-02,Alabama,108358279.6,2020,2,5,6,0,106265736.60000001,108528456.4,109968010.6,108274317.62857142,3725259.822611609,116456709.93333334
2020-02-09,Alabama,108358279.6,2020,2,6,6,0,108358279.6,116541575.0,109968010.6,107105275.42857143,945008.9933721954,115942576.39333335
2020-02-16,Alabama,107397612.3,2020,2,7,6,0,108358279.6,106949922.2,109968010.6,107169231.15714285,947887.6392251824,115396420.60999998
2020-02-23,Alabama,107801054.30000001,2020,2,8,6,0,107397612.3,106949922.2,109056410.0,107290821.45714286,969412.2375064442,114863712.89333335
2020-03-01,Alabama,107801054.30000001,2020,3,9,6,0,107801054.30000001,106949922.2,113040422.1,107412411.75714286,972899.1349222193,114331005.17666666
2020-03-08,Alabama,107801054.30000001,2020,3,10,6,0,107801054.30000001,105904865.60000001,113040422.1,107683295.85714285,712261.2583838231,113798297.46000001
2020-03-15,Alabama,132632134.0,2020,3,11,6,0,107801054.30000001,106265736.60000001,113040422.1,111449924.05714287,9346715.38610304,114093292.4
2020-03-22,Alabama,127145065.2,2020,3,12,6,0,132632134.0,108358279.6,108528456.4,114133750.57142857,10882135.573086705,114205385.04666665
2020-03-29,Alabama,116657084.0,2020,3,13,6,0,127145065.2,108358279.6,116541575.0,115319294.05714287,10596365.73658259,113967878.32
2020-04-05,Alabama,116657084.0,2020,4,14,6,0,116657084.0,107397612.3,106949922.2,116642075.72857144,10004050.692581289,113730371.59333332
2020-04-12,Alabama,116657084.0,2020,4,15,6,0,116657084.0,107801054.30000001,106949922.2,117907222.82857142,9229649.384941446,113492864.86666666
2020-04-19,Alabama,117742073.2,2020,4,16,6,0,116657084.0,107801054.30000001,106949922.2,119327368.38571429,8112680.453681977,113291524.44666667
2020-04-26,Alabama,118114595.0,2020,4,17,6,0,117742073.2,107801054.30000001,105904865.60000001,120800731.34285714,6433153.955869519,113102601.42
2020-05-03,Alabama,118114595.0,2020,5,18,6,0,118114595.0,132632134.0,106265736.60000001,118726797.2,3773540.307945322,112913678.39333335
2020-05-10,Alabama,118114595.0,2020,5,19,6,0,118114595.0,127145065.2,108358279.6,117436730.02857144,741089.4008603122,112724755.36666666
2020-05-17,Alabama,130340051.0,2020,5,20,6,0,118114595.0,116657084.0,108358279.6,119391439.60000001,4872318.0417847205,113195460.10333332
2020-05-24,Alabama,134708618.7,2020,5,21,6,0,130340051.0,116657084.0,107397612.3,121970230.27142859,7337404.676799355,114020147.03999999
2020-05-31,Alabama,129887876.9,2020,5,22,6,0,134708618.7,116657084.0,107801054.30000001,123860343.54285716,7443979.132249807,114684142.58333333
2020-06-07,Alabama,129887876.9,2020,6,23,6,0,129887876.9,117742073.2,107801054.30000001,125595458.35714285,7191436.0455119675,115348138.12666668
